,name,party,state,district,context,le,eg
1616,Steve Buyer,republican,Indiana,5,candidate,"[{'year': 2000, 'le': 0.280880839}, {'year': 2002, 'le': 0.7188494209999999}, {'year': 2004, 'le': 3.42841434}, {'year': 2006, 'le': 0.44887387799999995}, {'year': 2008, 'le': 1.654578018}]","[{'year': 2000, 'eg': 0.2666981588589073}, {'year': 2002, 'eg': 0.04783934990633386}, {'year': 2004, 'eg': 0.0882700557387574}, {'year': 2006, 'eg': 0.25247552557528236}, {'year': 2008, 'eg': 0.30256807354057047}]"
1617,Brian D. Kerns,republican,Indiana,7,candidate,"[{'year': 2000, 'le': 0.031213993}]","[{'year': 2000, 'eg': 0.17040755490902154}]"
1618,Baron P. Hill,democrat,Indiana,9,candidate,"[{'year': 2000, 'le': 0.239937901}, {'year': 2002, 'le': 0.20653051100000003}, {'year': 2006, 'le': 0.568074882}, {'year': 2008, 'le': 0.647261788}]","[{'year': 2000, 'eg': -0.3962633368055109}, {'year': 2002, 'eg': -0.4498086866324084}, {'year': 2006, 'eg': -0.4547926411258371}, {'year': 2008, 'eg': -0.3064046347401563}]"
1619,David Vitter,republican,Louisiana,1,candidate,"[{'year': 2000, 'le': 0.280925959}, {'year': 2002, 'le': 0.7239696379999999}]","[{'year': 2000, 'eg': -0.17887389092132375}, {'year': 2002, 'eg': 0.0}]"
1620,John E. Baldacci,democrat,Maine,2,candidate,"[{'year': 2000, 'le': 0.127977371}]","[{'year': 2000, 'eg': -0.03138103272581481}]"
1621,Mike Rogers,republican,Michigan,8,candidate,"[{'year': 2000, 'le': 0.54863447}, {'year': 2002, 'le': 0.39192009}, {'year': 2004, 'le': 1.190551122}, {'year': 2006, 'le': 0.0626681}, {'year': 2008, 'le': 1.028148852}, {'year': 2010, 'le': 0.161798671}, {'year': 2012, 'le': 0.148528188}, {'year': 2014, 'le': 0.054928705}, {'year': 2016, 'le': 0.5754899379999999}]","[{'year': 2000, 'eg': 0.49946560549586094}, {'year': 2002, 'eg': 0.47893755207672317}, {'year': 2004, 'eg': 0.2755346157601797}, {'year': 2006, 'eg': 0.290098063532586}, {'year': 2008, 'eg': 0.41811676510676965}, {'year': 2010, 'eg': 0.31058246988225435}, {'year': 2012, 'eg': 0.21830759683130727}, {'year': 2014, 'eg': 0.1760247733367386}, {'year': 2016, 'eg': 0.16000473695942932}, {'year': 2018, 'eg': 0.22501563072677488}]"
1622,Mark Kennedy,republican,Minnesota,2,candidate,"[{'year': 2000, 'le': 0.320407569}]","[{'year': 2000, 'eg': 0.0}]"
1623,William Lacy Clay,democrat,Missouri,1,candidate,"[{'year': 2000, 'le': 0.062427986}]","[{'year': 2000, 'eg': 0.03664537401624426}]"
1624,Todd Akin,republican,Missouri,2,candidate,"[{'year': 2000, 'le': 0.031213993}]","[{'year': 2000, 'eg': 0.3708859230629869}]"
1625,"Samuel B. (Sam) Graves, Jr.",republican,Missouri,6,candidate,"[{'year': 2000, 'le': 0.109248981}]","[{'year': 2000, 'eg': 0.45925344343541935}]"
1626,Jo Ann Emerson,republican,Missouri,8,candidate,"[{'year': 2000, 'le': 0.23410496100000003}, {'year': 2002, 'le': 0.9244835379999999}, {'year': 2004, 'le': 0.7863603259999999}, {'year': 2006, 'le': 0.566517174}, {'year': 2008, 'le': 0.06993332299999999}, {'year': 2010, 'le': 1.059278488}, {'year': 2012, 'le': 0.391841471}]","[{'year': 2000, 'eg': 0.09636170994505823}, {'year': 2002, 'eg': 0.05152638314367489}, {'year': 2004, 'eg': 0.04413849823788382}, {'year': 2006, 'eg': 0.047656074389074675}, {'year': 2008, 'eg': 0.047206491117116084}, {'year': 2010, 'eg': 0.13203383690733117}, {'year': 2012, 'eg': 0.026194193567716743}]"
1627,Dennis Rehberg,republican,Montana,1,candidate,"[{'year': 2000, 'le': 1.206964135}]","[{'year': 2000, 'eg': 0.44775906713663854}]"
1628,Tom Osborne,republican,Nebraska,3,candidate,"[{'year': 2000, 'le': 0.704516947}, {'year': 2002, 'le': 1.9993608}, {'year': 2004, 'le': 0.7804039509999999}]","[{'year': 2000, 'eg': -0.162659336404119}, {'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': -0.26884574791313526}]"
1629,Mike Ferguson,republican,New Jersey,7,candidate,"[{'year': 2000, 'le': 0.25944086899999996}, {'year': 2002, 'le': 0.33592185399999996}, {'year': 2004, 'le': 0.8887879870000001}, {'year': 2006, 'le': 0.25067243}]","[{'year': 2000, 'eg': 0.43994353390977475}, {'year': 2002, 'eg': 0.32964667052819097}, {'year': 2004, 'eg': 0.3477682116656813}, {'year': 2006, 'eg': 0.4852116036669597}]"
1630,Rush D. Holt,democrat,New Jersey,12,candidate,"[{'year': 2000, 'le': 0.461557269}, {'year': 2002, 'le': 0.5110338329999999}, {'year': 2004, 'le': 0.518631682}, {'year': 2006, 'le': 1.388638616}, {'year': 2008, 'le': 1.375203665}, {'year': 2010, 'le': 0.9011219140000001}, {'year': 2012, 'le': 0.69647187}]","[{'year': 2000, 'eg': -0.4978329143634436}, {'year': 2002, 'eg': -0.25618037073488903}, {'year': 2004, 'eg': -0.30442051866038616}, {'year': 2006, 'eg': -0.18604596365007303}, {'year': 2008, 'eg': -0.22198909211752363}, {'year': 2010, 'eg': -0.42853501436260427}, {'year': 2012, 'eg': -0.10266858130025001}]"
1631,"Felix J. Grucci, Jr.",republican,New York,1,candidate,"[{'year': 2000, 'le': 0.6690516470000001}]","[{'year': 2000, 'eg': 0.4490931651175059}]"
1632,Steve Israel,democrat,New York,2,candidate,"[{'year': 2000, 'le': 0.36479389700000003}, {'year': 2004, 'le': 0.252307305}, {'year': 2006, 'le': 0.437897921}, {'year': 2008, 'le': 0.607941976}, {'year': 2010, 'le': 0.7274189}, {'year': 2012, 'le': 0.688464642}, {'year': 2014, 'le': 0.565765679}]","[{'year': 2000, 'eg': -0.3914502183637746}, {'year': 2004, 'eg': -0.23810145336531677}, {'year': 2006, 'eg': -0.1550623819449963}, {'year': 2008, 'eg': -0.25055319293132955}, {'year': 2010, 'eg': -0.29329474468450917}, {'year': 2012, 'eg': -0.34471421015169423}, {'year': 2014, 'eg': -0.39966873681812076}]"
1633,Anthony D. Weiner,democrat,New York,9,candidate,"[{'year': 2000, 'le': 0.26531896}, {'year': 2002, 'le': 0.448266834}, {'year': 2004, 'le': 0.35323022600000004}, {'year': 2006, 'le': 1.4605548380000002}, {'year': 2008, 'le': 1.895915016}, {'year': 2010, 'le': 0.541821539}]","[{'year': 2000, 'eg': -0.1985956811082439}, {'year': 2002, 'eg': -0.2563596948347021}, {'year': 2004, 'eg': -0.15971227993957288}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': -0.25121797760451653}]"
1634,Nydia M. Vel__zquez,democrat,New York,12,candidate,"[{'year': 2000, 'le': 0.5460574029999999}]","[{'year': 2000, 'eg': 0.03443234372668954}]"
1635,John E. Sweeney,republican,New York,22,candidate,"[{'year': 2000, 'le': 1.1530894040000002}, {'year': 2002, 'le': 0.657559752}, {'year': 2004, 'le': 0.9059312209999999}]","[{'year': 2000, 'eg': 0.21303504347366006}, {'year': 2002, 'eg': 0.14294894263348523}, {'year': 2004, 'eg': 0.2942003948667325}]"
1636,Robert C. (Robin) Hayes,republican,North Carolina,8,candidate,"[{'year': 2000, 'le': 0.637837648}, {'year': 2004, 'le': 0.362782954}]","[{'year': 2000, 'eg': 0.38969055950929893}, {'year': 2004, 'eg': 0.38911538341971214}]"
1637,Ear Pomeroy,democrat,North Dakota,1,candidate,"[{'year': 2000, 'le': 0.156069964}]","[{'year': 2000, 'eg': -0.41626000322063444}]"
1638,Pat Tiberi,republican,Ohio,12,candidate,"[{'year': 2000, 'le': 0.15331329400000002}]","[{'year': 2000, 'eg': 0.4096041551183434}]"
1639,Tom Sawyer,democrat,Ohio,14,candidate,"[{'year': 2000, 'le': 0.062427986}]","[{'year': 2000, 'eg': -0.16208146448315428}]"
1640,Brad Carson,democrat,Oklahoma,2,candidate,"[{'year': 2000, 'le': 0.878770947}, {'year': 2002, 'le': 0.348329544}]","[{'year': 2000, 'eg': -0.3689947393200008}, {'year': 2002, 'eg': -0.017567253588710086}]"
1641,Melissa Hart,republican,Pennsylvania,4,candidate,"[{'year': 2000, 'le': 1.457081199}]","[{'year': 2000, 'eg': 0.31981857661789476}]"
1642,Patrick J. Toomey,republican,Pennsylvania,15,candidate,"[{'year': 2000, 'le': 1.623235464}, {'year': 2002, 'le': 0.48707389799999995}]","[{'year': 2000, 'eg': 0.43499601658182213}, {'year': 2002, 'eg': 0.3527775998322783}]"
1643,Todd Platts,republican,Pennsylvania,19,candidate,"[{'year': 2000, 'le': 0.143584371}]","[{'year': 2000, 'eg': 0.03898595232565141}]"
1644,James R. Langevin,democrat,Rhode Island,2,candidate,"[{'year': 2000, 'le': 0.405781925}, {'year': 2002, 'le': 0.33204951899999996}, {'year': 2004, 'le': 0.44444423}, {'year': 2006, 'le': 0.809503436}, {'year': 2008, 'le': 0.18182664}, {'year': 2010, 'le': 0.5387545229999999}, {'year': 2012, 'le': 0.589851201}, {'year': 2014, 'le': 0.916412234}, {'year': 2016, 'le': 0.8093150259999999}]","[{'year': 2000, 'eg': -0.018281990342727653}, {'year': 2002, 'eg': 0.04019220564825187}, {'year': 2004, 'eg': 0.03702121497357179}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': -0.0978411732984432}, {'year': 2010, 'eg': -0.21928779985114788}, {'year': 2012, 'eg': -0.2939593999820354}, {'year': 2014, 'eg': -0.2535608343535173}, {'year': 2016, 'eg': -0.22591512908687836}, {'year': 2018, 'eg': -0.22788746818476183}]"
1645,Henry Brown,republican,South Carolina,1,candidate,"[{'year': 2000, 'le': 0.296532929}]","[{'year': 2000, 'eg': 0.25383458776561274}]"
1646,John Culberson,republican,Texas,7,candidate,"[{'year': 2000, 'le': 0.015606997}]","[{'year': 2000, 'eg': 0.005146967131013343}]"
1647,Mac Thornberry,republican,Texas,13,candidate,"[{'year': 2000, 'le': 0.290654868}, {'year': 2002, 'le': 0.158075914}, {'year': 2004, 'le': 0.206153998}, {'year': 2006, 'le': 0.100268975}, {'year': 2008, 'le': 0.9336068540000001}, {'year': 2010, 'le': 0.107368104}, {'year': 2012, 'le': 0.36801540899999996}, {'year': 2014, 'le': 1.665315747}, {'year': 2016, 'le': 3.1515870089999996}]","[{'year': 2000, 'eg': 0.13518555667001003}, {'year': 2002, 'eg': -0.08546398528738074}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': -0.013397892651792346}, {'year': 2008, 'eg': -0.05293442969312562}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.0}, {'year': 2014, 'eg': -0.21523989927805798}, {'year': 2016, 'eg': 0.0}, {'year': 2018, 'eg': -0.14617796753262416}]"
1648,Charles A. Gonzalez,democrat,Texas,20,candidate,"[{'year': 2000, 'le': 0.081156388}, {'year': 2002, 'le': 0.145779356}, {'year': 2004, 'le': 0.072888777}, {'year': 2006, 'le': 0.165443808}, {'year': 2008, 'le': 0.117487983}, {'year': 2010, 'le': 0.085894488}]","[{'year': 2000, 'eg': 0.0}, {'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': -0.16529882889804662}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': -0.032845725904379994}, {'year': 2010, 'eg': -0.20833649726094267}]"
1649,Jim Matheson,democrat,Utah,2,candidate,"[{'year': 2000, 'le': 0.311952472}, {'year': 2002, 'le': 0.09961485099999999}, {'year': 2004, 'le': 0.248205216}, {'year': 2006, 'le': 1.412632465}, {'year': 2008, 'le': 3.5846032230000002}, {'year': 2010, 'le': 1.438015461}, {'year': 2012, 'le': 0.513693631}]","[{'year': 2000, 'eg': -0.35398361331427847}, {'year': 2002, 'eg': -0.4926817731528171}, {'year': 2004, 'eg': -0.3845769194778459}, {'year': 2006, 'eg': -0.283028810812247}, {'year': 2008, 'eg': -0.21124093877843966}, {'year': 2010, 'eg': -0.45573105893657656}, {'year': 2012, 'eg': -0.49687292326634785}]"
1650,Jo Ann S. Davis,republican,Virginia,1,candidate,"[{'year': 2000, 'le': 0.934325457}]","[{'year': 2000, 'eg': 0.2949006516763366}]"
1651,"Edward L. """"Ed"""" Schrock",republican,Virginia,2,candidate,"[{'year': 2000, 'le': 0.031213993}]","[{'year': 2000, 'eg': 0.4600327087171917}]"
1652,Eric I. Cantor,republican,Virginia,7,candidate,"[{'year': 2000, 'le': 0.49791747299999994}]","[{'year': 2000, 'eg': 0.1605798722433143}]"
1653,Rick Larsen,democrat,Washington,2,candidate,"[{'year': 2000, 'le': 1.0687680240000001}, {'year': 2002, 'le': 0.210920945}, {'year': 2004, 'le': 0.11213658}, {'year': 2006, 'le': 0.547076225}, {'year': 2008, 'le': 2.354071651}, {'year': 2010, 'le': 0.888868392}, {'year': 2012, 'le': 0.270380348}, {'year': 2014, 'le': 0.462145597}, {'year': 2016, 'le': 0.212019607}]","[{'year': 2000, 'eg': -0.45921959205948565}, {'year': 2002, 'eg': -0.45701211971308436}, {'year': 2004, 'eg': -0.19670205442683827}, {'year': 2006, 'eg': -0.2167700188730116}, {'year': 2008, 'eg': -0.2521601758559634}, {'year': 2010, 'eg': -0.47855660063889355}, {'year': 2012, 'eg': -0.27716835764213954}, {'year': 2014, 'eg': -0.2885180796366719}, {'year': 2016, 'eg': -0.2196780656898417}, {'year': 2018, 'eg': 0.0}]"
1654,Shelley Moore Capito,republican,West Virginia,2,candidate,"[{'year': 2000, 'le': 0.327559471}, {'year': 2002, 'le': 0.541342378}, {'year': 2004, 'le': 0.21025608699999998}, {'year': 2006, 'le': 0.380463302}, {'year': 2008, 'le': 0.44251754299999996}, {'year': 2010, 'le': 0.9826738829999999}, {'year': 2012, 'le': 1.057960629}]","[{'year': 2000, 'eg': 0.47429953413726234}, {'year': 2002, 'eg': 0.2991458735550722}, {'year': 2004, 'eg': 0.3383659177122848}, {'year': 2006, 'eg': 0.35636772390326893}, {'year': 2008, 'eg': 0.3585655132878076}, {'year': 2010, 'eg': 0.11234250672079289}, {'year': 2012, 'eg': 0.1046805958565217}]"
1655,Jo Bonner,republican,Alabama,1,candidate,"[{'year': 2002, 'le': 0.08301238}, {'year': 2004, 'le': 0.182221942}, {'year': 2006, 'le': 0.22560519}, {'year': 2008, 'le': 0.027973328999999998}, {'year': 2010, 'le': 0.42947241700000005}, {'year': 2012, 'le': 0.030463037999999998}]","[{'year': 2002, 'eg': 0.2728206304879482}, {'year': 2004, 'eg': 0.23692213635152296}, {'year': 2006, 'eg': 0.13716451299738908}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.0}]"
1656,Robert E. (Bud) Cramer Jr.,democrat,Alabama,5,candidate,"[{'year': 2002, 'le': 0.066409901}]","[{'year': 2002, 'eg': -0.014261852426846201}]"
1657,Artur Davis,democrat,Alabama,7,candidate,"[{'year': 2002, 'le': 0.066409901}, {'year': 2004, 'le': 0.098119507}, {'year': 2006, 'le': 0.560897648}, {'year': 2008, 'le': 0.195813304}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.0002820493954332524}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': 0.0}]"
1658,Rick Renzi,republican,Arizona,1,candidate,"[{'year': 2002, 'le': 5.620478153}, {'year': 2004, 'le': 1.706514684}, {'year': 2006, 'le': 0.245100185}]","[{'year': 2002, 'eg': 0.4643018656225134}, {'year': 2004, 'eg': 0.2768392467367407}, {'year': 2006, 'eg': 0.4169487457075816}]"
1659,Trent Franks,republican,Arizona,2,candidate,"[{'year': 2002, 'le': 0.066409901}, {'year': 2004, 'le': 0.014017072}, {'year': 2006, 'le': 0.050134487}, {'year': 2008, 'le': 0.269464692}, {'year': 2010, 'le': 1.197386503}, {'year': 2012, 'le': 1.4949952359999998}, {'year': 2014, 'le': 1.129001737}, {'year': 2016, 'le': 0.25061473300000003}]","[{'year': 2002, 'eg': 0.2663251782068274}, {'year': 2004, 'eg': 0.2928665284655016}, {'year': 2006, 'eg': 0.3027498265093685}, {'year': 2008, 'eg': 0.2772281767808699}, {'year': 2010, 'eg': 0.16173462123539684}, {'year': 2012, 'eg': 0.21709843799832107}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': 0.0}]"
1660,Ra_l M. Grijalva,democrat,Arizona,7,candidate,"[{'year': 2002, 'le': 0.478253007}, {'year': 2008, 'le': 2.544450946}, {'year': 2012, 'le': 1.43904531}, {'year': 2014, 'le': 1.4099365469999998}, {'year': 2016, 'le': 0.7890779379999999}]","[{'year': 2002, 'eg': -0.2805679169315533}, {'year': 2008, 'eg': -0.1952602944694105}, {'year': 2012, 'eg': -0.2877627476318629}, {'year': 2014, 'eg': -0.38503083464205}, {'year': 2016, 'eg': 0.4841427483695832}]"
1661,John Boozman,republican,Arkansas,3,candidate,"[{'year': 2002, 'le': 0.7851085659999999}, {'year': 2004, 'le': 1.106948582}, {'year': 2006, 'le': 1.467045784}, {'year': 2008, 'le': 2.418279824}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.28777930820559594}, {'year': 2006, 'eg': 0.2553652127172463}, {'year': 2008, 'eg': 0.0}]"
1662,Michael M. Honda,democrat,California,15,candidate,"[{'year': 2002, 'le': 0.166024759}, {'year': 2004, 'le': 0.154187797}, {'year': 2006, 'le': 0.27048921600000003}, {'year': 2008, 'le': 0.153853311}, {'year': 2010, 'le': 0.46973547299999996}, {'year': 2012, 'le': 0.47217708799999997}, {'year': 2014, 'le': 0.625856221}]","[{'year': 2002, 'eg': -0.1524635022778187}, {'year': 2004, 'eg': -0.05942949920219467}, {'year': 2006, 'eg': -0.053306452622747594}, {'year': 2008, 'eg': -0.015958405458759626}, {'year': 2010, 'eg': -0.148056158400986}, {'year': 2012, 'eg': -0.02911022110664058}, {'year': 2014, 'eg': 0.0}]"
1663,Dennis A. Cardoza,democrat,California,18,candidate,"[{'year': 2002, 'le': 0.269511968}, {'year': 2004, 'le': 0.100922922}, {'year': 2006, 'le': 0.8871445059999999}, {'year': 2008, 'le': 0.167839975}, {'year': 2010, 'le': 0.053684052}]","[{'year': 2002, 'eg': -0.4210533519476609}, {'year': 2004, 'eg': -0.15025210630753716}, {'year': 2006, 'eg': -0.19046940108358706}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': -0.33032696738353845}]"
1664,Devin Nunes,republican,California,21,candidate,"[{'year': 2002, 'le': 1.106480122}, {'year': 2004, 'le': 0.389518425}, {'year': 2006, 'le': 0.417285323}, {'year': 2008, 'le': 0.358597555}, {'year': 2010, 'le': 1.6803401709999999}, {'year': 2012, 'le': 0.955423653}, {'year': 2014, 'le': 1.7598751780000002}, {'year': 2016, 'le': 1.521892905}]","[{'year': 2002, 'eg': 0.05748884845166589}, {'year': 2004, 'eg': 0.03656241062839612}, {'year': 2006, 'eg': 0.13202977688366127}, {'year': 2008, 'eg': 0.13215213402282963}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.26241113204107674}, {'year': 2014, 'eg': 0.05930614510056846}, {'year': 2016, 'eg': 0.1487023654486181}]"
1665,Diane E. Watson,democrat,California,33,candidate,"[{'year': 2002, 'le': 0.6977430579999999}, {'year': 2004, 'le': 0.19457808399999998}, {'year': 2006, 'le': 1.173257113}, {'year': 2008, 'le': 1.367102866}]","[{'year': 2002, 'eg': 0.184505567797111}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': 0.251367937786939}]"
1666,Linda T. S_nchez,democrat,California,39,candidate,"[{'year': 2002, 'le': 0.08301238}, {'year': 2006, 'le': 1.63084352}, {'year': 2008, 'le': 0.46807533}, {'year': 2012, 'le': 0.152315184}, {'year': 2014, 'le': 0.151053935}, {'year': 2016, 'le': 0.18474227199999999}]","[{'year': 2002, 'eg': -0.36019340087680657}, {'year': 2006, 'eg': -0.18261619785817973}, {'year': 2008, 'eg': -0.10652756614874709}, {'year': 2012, 'eg': -0.14910943013757225}, {'year': 2014, 'eg': -0.3182067424857839}, {'year': 2016, 'eg': -0.09043831910182065}]"
1667,Darrell E. Issa,republican,California,49,candidate,"[{'year': 2002, 'le': 1.053389549}, {'year': 2004, 'le': 2.314191481}, {'year': 2006, 'le': 1.7593632940000001}, {'year': 2008, 'le': 2.064875234}, {'year': 2010, 'le': 3.85535717}, {'year': 2012, 'le': 7.5890908239999995}, {'year': 2014, 'le': 1.400543928}, {'year': 2016, 'le': 2.1650002}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.22357881536301255}, {'year': 2006, 'eg': 0.20152494283866093}, {'year': 2008, 'eg': 0.29157767897951553}, {'year': 2010, 'eg': 0.1869783895780722}, {'year': 2012, 'eg': 0.3367514146924091}, {'year': 2014, 'eg': 0.29662502605092494}, {'year': 2016, 'eg': 0.4947768051458142}]"
1668,Marilyn N. Musgrave,republican,Colorado,4,candidate,"[{'year': 2002, 'le': 0.132819802}, {'year': 2004, 'le': 1.822980922}, {'year': 2006, 'le': 0.569802761}]","[{'year': 2002, 'eg': 0.3673096615941511}, {'year': 2004, 'eg': 0.43733408835746246}, {'year': 2006, 'eg': 0.47513434436210844}]"
1669,Bob Beauprez,republican,Colorado,7,candidate,"[{'year': 2002, 'le': 1.28907001}, {'year': 2004, 'le': 0.318290578}]","[{'year': 2002, 'eg': 0.49930587289375805}, {'year': 2004, 'eg': 0.3807574950355984}]"
1670,Rob Simmons,republican,Connecticut,2,candidate,"[{'year': 2002, 'le': 2.223390579}, {'year': 2004, 'le': 2.1587183690000002}]","[{'year': 2002, 'eg': 0.4182020008475045}, {'year': 2004, 'eg': 0.4157380209588443}]"
1671,Nancy Johnson,republican,Connecticut,5,candidate,"[{'year': 2002, 'le': 1.040970564}]","[{'year': 2002, 'eg': 0.3901477173985696}]"
1672,Jeff Miller,republican,Florida,1,candidate,"[{'year': 2002, 'le': 0.281919658}, {'year': 2004, 'le': 2.217413789}, {'year': 2006, 'le': 0.635089695}, {'year': 2008, 'le': 0.22028936600000001}, {'year': 2010, 'le': 5.159657001}, {'year': 2012, 'le': 5.273339272}, {'year': 2014, 'le': 7.657707691000001}]","[{'year': 2002, 'eg': 0.008068378407436004}, {'year': 2004, 'eg': -0.030869269839215813}, {'year': 2006, 'eg': 0.12930155557574471}, {'year': 2008, 'eg': 0.09632238438416688}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.07536325796715646}, {'year': 2014, 'eg': 0.03213394917205951}]"
1673,Ginny Brown-Waite,republican,Florida,5,candidate,"[{'year': 2002, 'le': 1.900725842}, {'year': 2004, 'le': 1.271723655}, {'year': 2006, 'le': 0.944568813}, {'year': 2008, 'le': 0.461780729}]","[{'year': 2002, 'eg': 0.48335499526840514}, {'year': 2004, 'eg': 0.18126797041329207}, {'year': 2006, 'eg': 0.30300316898813473}, {'year': 2008, 'eg': 0.27690991439746143}]"
1674,Katherine Harris,republican,Florida,13,candidate,"[{'year': 2002, 'le': 0.65027386}, {'year': 2004, 'le': 0.16820487}]","[{'year': 2002, 'eg': 0.4042271944651293}, {'year': 2004, 'eg': 0.39398672620326447}]"
1675,Kendrick B. Meek,democrat,Florida,17,candidate,"[{'year': 2002, 'le': 0.146876261}, {'year': 2004, 'le': 0.154187797}, {'year': 2006, 'le': 0.443131417}, {'year': 2008, 'le': 0.8463246179999999}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': 0.0}]"
1676,Tom Feeney,republican,Florida,24,candidate,"[{'year': 2002, 'le': 0.01992297}, {'year': 2004, 'le': 0.22903947600000002}, {'year': 2006, 'le': 0.132856384}]","[{'year': 2002, 'eg': 0.2632398753894081}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.34119012627657286}]"
1677,Mario Diaz-Balart,republican,Florida,25,candidate,"[{'year': 2002, 'le': 0.662486851}, {'year': 2004, 'le': 0.042051217}, {'year': 2006, 'le': 0.075201727}, {'year': 2008, 'le': 0.083919988}, {'year': 2010, 'le': 0.013421013}, {'year': 2012, 'le': 0.030463037999999998}, {'year': 2014, 'le': 0.753786385}, {'year': 2016, 'le': 0.383396775}]","[{'year': 2002, 'eg': 0.20705834031057962}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.3306986231514533}, {'year': 2008, 'eg': 0.4389163839472095}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.0}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': 0.252799715684726}, {'year': 2018, 'eg': 0.2909370668796542}]"
1678,Jim Marshall,democrat,Georgia,3,candidate,"[{'year': 2002, 'le': 0.0}, {'year': 2004, 'le': 0.058871704000000004}, {'year': 2006, 'le': 0.125336215}, {'year': 2008, 'le': 0.17036977600000003}]","[{'year': 2002, 'eg': -0.48976952967975346}, {'year': 2004, 'eg': -0.24233992284548794}, {'year': 2006, 'eg': -0.4890266218790735}, {'year': 2008, 'eg': -0.3551296566637664}]"
1679,Denise L. Majette,democrat,Georgia,4,candidate,"[{'year': 2002, 'le': 0.23630701}]","[{'year': 2002, 'eg': 0.04057828211971523}]"
1680,Phil Gingrey,republican,Georgia,11,candidate,"[{'year': 2002, 'le': 1.710338712}, {'year': 2004, 'le': 1.217614635}, {'year': 2006, 'le': 0.554762423}, {'year': 2008, 'le': 0.600088918}, {'year': 2010, 'le': 1.3673911090000002}, {'year': 2012, 'le': 0.505099058}]","[{'year': 2002, 'eg': 0.46712885133225224}, {'year': 2004, 'eg': 0.35208786087585064}, {'year': 2006, 'eg': 0.078727103756333}, {'year': 2008, 'eg': 0.13628375353322061}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.12893766901827572}]"
1681,Max Burns,republican,Georgia,12,candidate,"[{'year': 2002, 'le': 2.483756065}]","[{'year': 2002, 'eg': 0.39618401088450883}]"
1682,David Scott,democrat,Georgia,13,candidate,"[{'year': 2002, 'le': 0.176646054}, {'year': 2004, 'le': 0.072888777}, {'year': 2006, 'le': 1.733842611}, {'year': 2008, 'le': 0.481112882}, {'year': 2010, 'le': 0.013421013}, {'year': 2012, 'le': 0.0}, {'year': 2014, 'le': 1.022049427}, {'year': 2016, 'le': 0.049264605999999996}]","[{'year': 2002, 'eg': -0.3074793895210193}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': -0.1152403739523755}, {'year': 2008, 'eg': -0.11910414130948668}, {'year': 2010, 'eg': -0.11140227154628461}, {'year': 2012, 'eg': -0.06511376794606767}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': 0.0}, {'year': 2018, 'eg': 0.023684183574186543}]"
1683,Rahm Emanuel,democrat,Illinois,5,candidate,"[{'year': 2002, 'le': 0.28224209}, {'year': 2004, 'le': 0.33640974}, {'year': 2006, 'le': 0.661342502}, {'year': 2008, 'le': 0.49496693399999997}]","[{'year': 2002, 'eg': -0.12050365352651551}, {'year': 2004, 'eg': 0.02358486028952051}, {'year': 2006, 'eg': 0.0598815671881076}, {'year': 2008, 'eg': 0.019056528593454948}]"
1684,Timothy V. Johnson,republican,Illinois,15,candidate,"[{'year': 2002, 'le': 0.016602475}, {'year': 2004, 'le': 0.250646374}, {'year': 2006, 'le': 0.090242073}, {'year': 2008, 'le': 0.06993332299999999}, {'year': 2010, 'le': 0.174473166}]","[{'year': 2002, 'eg': 0.1587018493154}, {'year': 2004, 'eg': 0.27895310534416035}, {'year': 2006, 'eg': 0.348231321024478}, {'year': 2008, 'eg': 0.216216030790974}, {'year': 2010, 'eg': 0.21359043140423653}]"
